Part Number,Title,Body (HTML),Features,Vendor,Main Category,Category,Platform,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Weight,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Height,Length,Width
SP068,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/SP068_image2_large.jpg,,"BMR Suspension SP068 - Lowering Springs, Set Of 4, 1.5"" Drop, Drag, GT",,,8.0in,15.0in,15.0in,SP068,8.0in,15.0in,15.0in,,,,,,,,,,,,,,,,,,,,,,,,
SP068,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/SP068_image3_large.jpg,,"BMR Suspension SP068 - Lowering Springs, Set Of 4, 1.5"" Drop, Drag, GT",,,8.0in,15.0in,15.0in,SP068,8.0in,15.0in,15.0in,,,,,,,,,,,,,,,,,,,,,,,,
SP068,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/SP068_image4_large.jpg,,"BMR Suspension SP068 - Lowering Springs, Set Of 4, 1.5"" Drop, Drag, GT",,,8.0in,15.0in,15.0in,SP068,8.0in,15.0in,15.0in,,,,,,,,,,,,,,,,,,,,,,,,
SP069,"Lowering Springs, Front, 1.5"" Drop, Drag, GT","There is nothing like the aggressive look of a car with the right stance! Over time, stock springs sag, get rusty, and simply wear out. BMR Suspension believes the right springs go beyond looks, your S197 needs to perform, too! All BMR springs are manufactured from chrome silicon high-tensile spring wire, and are cold wound on a CNC coiling machine. The CNC coiling head can adjust the spring diameter in real time to ensure that every spring is exactly the same. This guarantees that your right spring matches your left spring. Every BMR spring is compressed solid at the factory, not once, but twice. This gives the spring its permanent set, and guarantees no sag. BMR springs are stress-relieved at 750 degrees F, ensuring most stresses induced during the winding process are eliminated. All springs are then shot-peened to eliminate residual surface stresses. Many spring manufacturers skip this step, but BMR insists on this operation as part of our spring manufacturing process. Every spring is computer tested as the last step, every spring, not just a sample from each batch. Each spring is loaded in the spring tester at the factory, then compressed and the CNC load cell measures the force for a variety of spring lengths. This allows BMR to offer a LIFETIME WARRANTY against spring sag.<br> <br> Blending aesthetics and performance, BMR has designed the SP069 for the Mustang owners who spend a lot of time at the drag strip. These springs will drop the front end of your S197 Mustang approximately 1.5-inches and feature a fine-tuned spring rate to give you improved launches. The 150 lb/inch linear spring rate is soft enough for great front-end travel at the drag strip. When performance and looks are a must, rely on BMR Suspension!<br> <br> BMR rear springs retain the factory ""hourglass"" shape designed by Ford engineers. This important feature provides a ""variable natural frequency"" in the spring to help counteract damaging wheelhop. This is a feature of the OE springs often overlooked by other companies simply because they don't realize it's benefits in multi-purpose applications.<br> <br> BMR Suspension's SP069 lowering springs are available in red powdercoat for long-lasting good looks. Installation time is about 2-3 hours. Proudly made in the U.S.A.",- Lowers the front of your S197 Mustang approximately 1.5-inches<br>- 150 lb/inch linear spring rate<br>- Designed for drag race application<br>- Manufactured from chrome silicon high-tensile spring wire<br>- Cold wound on a CNC Coiling Machine to exact specifications<br>- Lifetime warranty against spring sag<br>- Stress-relieved at 750 degrees F<br>- Shot-peened<br>- Computer tested for accurate height and spring rate<br>- Made in the U.S.A.<br>,BMR Suspension,Suspension,Lowering Springs,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Suspension, Lowering Springs, SP069, Free Shipping, Made in the USA",TRUE,Title,Default Title,,,SP069,13,TRUE,100,continue,manual,129.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/SP069_large.jpg,1,"SP069 - Lowering Springs, Front, 1.5"" Drop, Drag, GT",FALSE,"Lowering Springs, Front, 1.5"" Drop, Drag, GT","There is nothing like the aggressive look of a car with the right stance! Over time, stock springs sag, get rusty, and simply wear out. BMR Suspension believes the right springs go beyond looks, your S197 needs to perform, too! All BMR springs are manufactured from chrome silicon high-tensile spring wire, and are cold wound on a CNC coiling machine. The CNC coiling head can adjust the spring diameter in real time to ensure that every spring is exactly the same. This guarantees that your right spring matches your left spring. Every BMR spring is compressed solid at the factory, not once, but twice. This gives the spring its permanent set, and guarantees no sag. BMR springs are stress-relieved at 750 degrees F, ensuring most stresses induced during the winding process are eliminated. All springs are then shot-peened to eliminate residual surface stresses. Many spring manufacturers skip this step, but BMR insists on this operation as part of our spring manufacturing process. Every spring is computer tested as the last step, every spring, not just a sample from each batch. Each spring is loaded in the spring tester at the factory, then compressed and the CNC load cell measures the force for a variety of spring lengths. This allows BMR to offer a LIFETIME WARRANTY against spring sag.

Blending aesthetics and performance, BMR has designed the SP069 for the Mustang owners who spend a lot of time at the drag strip. These springs will drop the front end of your S197 Mustang approximately 1.5-inches and feature a fine-tuned spring rate to give you improved launches. The 150 lb/inch linear spring rate is soft enough for great front-end travel at the drag strip. When performance and looks are a must, rely on BMR Suspension!

BMR rear springs retain the factory ""hourglass"" shape designed by Ford engineers. This important feature provides a ""variable natural frequency"" in the spring to help counteract damaging wheelhop. This is a feature of the OE springs often overlooked by other companies simply because they don't realize it's benefits in multi-purpose applications.

BMR Suspension's SP069 lowering springs are available in red powdercoat for long-lasting good looks. Installation time is about 2-3 hours. Proudly made in the U.S.A.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,SP069,"BMR Suspension, 2005-2014 Mustang, Suspension, Lowering Springs, SP069, Free Shipping, Made in the USA","Lowering Springs, Front, 1.5"" Drop, Drag, GT",New,,,,,,,https://bmrsuspension.com/siteart/products/SP069_large.jpg,lb,,8.0in,15.0in,15.0in
SP069,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/SP069_image2_large.jpg,,"BMR Suspension SP069 - Lowering Springs, Front, 1.5"" Drop, Drag, GT",,,8.0in,15.0in,15.0in,SP069,8.0in,15.0in,15.0in,,,,,,,,,,,,,,,,,,,,,,,,
SP069,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/SP069_image3_large.jpg,,"BMR Suspension SP069 - Lowering Springs, Front, 1.5"" Drop, Drag, GT",,,8.0in,15.0in,15.0in,SP069,8.0in,15.0in,15.0in,,,,,,,,,,,,,,,,,,,,,,,,
S6008LM,"Strange Single Adjustable Rear Shock, Each","Externally adjustable Mustang shocks from Strange Engineering are designed to fit original-equipment applications. These shocks are ideal for street/strip applications. They feature 10 performance-adjusting rebound settings, which are easily changed via an externally mounted adjuster. This allows you to make quick, easy tweaks to control your ride firmness and comfort level.",,Strange Engineering,Suspension,Strange,2005-2014 Mustang,"Strange Engineering, 2005-2014 Mustang, Suspension, Strange, S6008LM, Made in the USA",TRUE,Title,Default Title,,,S6008LM,15,TRUE,100,continue,manual,104.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/S6008LM_large.jpg,,"S6008LM - Strange Single Adjustable Rear Shock, Each",FALSE,"Strange Single Adjustable Rear Shock, Each","Externally adjustable Mustang shocks from Strange Engineering are designed to fit original-equipment applications. These shocks are ideal for street/strip applications. They feature 10 performance-adjusting rebound settings, which are easily changed via an externally mounted adjuster. This allows you to make quick, easy tweaks to control your ride firmness and comfort level.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,S6008LM,"Strange Engineering, 2005-2014 Mustang, Suspension, Strange, S6008LM, Made in the USA","Strange Single Adjustable Rear Shock, Each",New,,,,,,,https://bmrsuspension.com/siteart/products/S6008LM_large.jpg,lb,,10.0in,32.0in,10.0in
S6009LM,"Strange Single Adjustable Front Strut, Each","Externally adjustable Mustang struts from Strange Engineering are designed to fit original-equipment applications. They are ideal for street/strip applications and feature 10 performance-adjusting rebound settings. These settings are quickly changed via an easily accessible, externally mounted adjuster knob, which allows you to take active control of your ride's firmness and comfort.",,Strange Engineering,Suspension,Strange,2005-2014 Mustang,"Strange Engineering, 2005-2014 Mustang, Suspension, Strange, S6009LM, Made in the USA",TRUE,Title,Default Title,,,S6009LM,19,TRUE,100,continue,manual,168.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/S6009LM_large.jpg,,"S6009LM - Strange Single Adjustable Front Strut, Each",FALSE,"Strange Single Adjustable Front Strut, Each","Externally adjustable Mustang struts from Strange Engineering are designed to fit original-equipment applications. They are ideal for street/strip applications and feature 10 performance-adjusting rebound settings. These settings are quickly changed via an easily accessible, externally mounted adjuster knob, which allows you to take active control of your ride's firmness and comfort.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,S6009LM,"Strange Engineering, 2005-2014 Mustang, Suspension, Strange, S6009LM, Made in the USA","Strange Single Adjustable Front Strut, Each",New,,,,,,,https://bmrsuspension.com/siteart/products/S6009LM_large.jpg,lb,,10.0in,32.0in,10.0in
S6011LM,"Strange Single Adjustable Front Strut, Each","Externally adjustable Mustang struts from Strange Engineering are designed to fit original-equipment applications, as well as most coil-over kits. They are ideal for street/strip applications and feature 10 performance-adjusting rebound settings. These settings are quickly changed via an easily accessible, externally mounted adjuster knob, which allows you to take active control of your ride's firmness and comfort level.",,Strange Engineering,Suspension,Strange,2005-2014 Mustang,"Strange Engineering, 2005-2014 Mustang, Suspension, Strange, S6011LM, Made in the USA",TRUE,Title,Default Title,,,S6011LM,19,TRUE,100,continue,manual,168.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/S6011LM_large.jpg,,"S6011LM - Strange Single Adjustable Front Strut, Each",FALSE,"Strange Single Adjustable Front Strut, Each","Externally adjustable Mustang struts from Strange Engineering are designed to fit original-equipment applications, as well as most coil-over kits. They are ideal for street/strip applications and feature 10 performance-adjusting rebound settings. These settings are quickly changed via an easily accessible, externally mounted adjuster knob, which allows you to take active control of your ride's firmness and comfort level.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,S6011LM,"Strange Engineering, 2005-2014 Mustang, Suspension, Strange, S6011LM, Made in the USA","Strange Single Adjustable Front Strut, Each",New,,,,,,,https://bmrsuspension.com/siteart/products/S6011LM_large.jpg,lb,,10.0in,32.0in,10.0in
WL005,"Watts Link, Body Mount, Rod End/poly, Adj, Axle Clamps","Add the ultimate lateral differential location device to your 2005-2014 Mustang and 2007-2014 Shelby GT500 with a Body-Mounted Watts Link from BMR Suspension! A Watts link locates the rearend housing and eliminates lateral axle movement by keeping the differential perfectly centered under the car through the suspension’s entire range of motion. BMR’s Watts Link (WL005) will hold up to the most extreme conditions and is designed for street performance and handling applications. When performance is a must, rely on BMR Suspension!<br> <br> • Fits 2005-2014 S197 Mustangs<br> • Fits 2007-2014 Shelby GT500s<br> • Manufactured from 1x2-inch, 0.120-inch rectangular steel tubing and 0.25-inch laser-cut steel plate<br> • Heavy-duty, zinc-plated, chrome-moly, self-lubricating, Teflon-lined rod ends<br> • 95-durometer, greaseable polyurethane bushings<br> • Greaseable Delrin center bushing<br> • Fabricated center pivot<br> • 100% bolt-on design<br> • Double shear construction<br> • Double-adjustable links for fine-tuning and bind-free suspension articulation<br> • 6 roll center adjustments<br> • Compatible with stock or BMR’s SB042 sway bar<br> • Eliminates lateral axle movement<br> • Significantly improves handling<br> • Available in red or black hammertone powder coat for long lasting good looks<br> • 3-4 hour installation time<br> • Proudly designed in the USA!<br> • Proudly made in the USA!<br> <br> Please note:<br> • Cars that are lowered more than 1.5-inches in the rear and/or have ‘soft’ spring rates may need to trim the driver side Axle Mount bracket to be compatible with BMR’s WL005.<br>",,BMR Suspension,Suspension,Watts Link,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Suspension, Watts Link, WL005, Free Shipping, Made in the USA",TRUE,Color,Red,,,WL005R,34,TRUE,100,continue,manual,909.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/WL005_large.jpg,1,"WL005R - Watts Link, Body Mount, Rod End/poly, Adj, Axle Clamps",FALSE,"Watts Link, Body Mount, Rod End/poly, Adj, Axle Clamps","Add the ultimate lateral differential location device to your 2005-2014 Mustang and 2007-2014 Shelby GT500 with a Body-Mounted Watts Link from BMR Suspension! A Watts link locates the rearend housing and eliminates lateral axle movement by keeping the differential perfectly centered under the car through the suspension’s entire range of motion. BMR’s Watts Link (WL005) will hold up to the most extreme conditions and is designed for street performance and handling applications. When performance is a must, rely on BMR Suspension!

• Fits 2005-2014 S197 Mustangs
• Fits 2007-2014 Shelby GT500s
• Manufactured from 1x2-inch, 0.120-inch rectangular steel tubing and 0.25-inch laser-cut steel plate
• Heavy-duty, zinc-plated, chrome-moly, self-lubricating, Teflon-lined rod ends
• 95-durometer, greaseable polyurethane bushings
• Greaseable Delrin center bushing
• Fabricated center pivot
• 100% bolt-on design
• Double shear construction
• Double-adjustable links for fine-tuning and bind-free suspension articulation
• 6 roll center adjustments
• Compatible with stock or BMR’s SB042 sway bar
• Eliminates lateral axle movement
• Significantly improves handling
• Available in red or black hammertone powder coat for long lasting good looks
• 3-4 hour installation time
• Proudly designed in the USA!
• Proudly made in the USA!

Please note:
• Cars that are lowered more than 1.5-inches in the rear and/or have ‘soft’ spring rates may need to trim the driver side Axle Mount bracket to be compatible with BMR’s WL005.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,WL005R,"BMR Suspension, 2005-2014 Mustang, Suspension, Watts Link, WL005, Free Shipping, Made in the USA","Watts Link, Body Mount, Rod End/poly, Adj, Axle Clamps",New,,,,,,,https://bmrsuspension.com/siteart/products/WL005_large.jpg,lb,,6.0in,47.0in,14.0in
WL005,,,,,,,,,,,Black Hammertone,,,WL005H,34,TRUE,100,continue,manual,909.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/WL005_image1_large.jpg,2,"WL005H - Watts Link, Body Mount, Rod End/poly, Adj, Axle Clamps",FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL005_image1_large.jpg,lb,,6.0in,47.0in,14.0in
WL005,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL005_image2_large.jpg,,"BMR Suspension WL005 - Watts Link, Body Mount, Rod End/poly, Adj, Axle Clamps",,,6.0in,47.0in,14.0in,WL005,6.0in,47.0in,14.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL005,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL005_image3_large.jpg,,"BMR Suspension WL005 - Watts Link, Body Mount, Rod End/poly, Adj, Axle Clamps",,,6.0in,47.0in,14.0in,WL005,6.0in,47.0in,14.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL005,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL005_image4_large.jpg,,"BMR Suspension WL005 - Watts Link, Body Mount, Rod End/poly, Adj, Axle Clamps",,,6.0in,47.0in,14.0in,WL005,6.0in,47.0in,14.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL005,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL005_image5_large.jpg,,"BMR Suspension WL005 - Watts Link, Body Mount, Rod End/poly, Adj, Axle Clamps",,,6.0in,47.0in,14.0in,WL005,6.0in,47.0in,14.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL005,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL005_image6_large.jpg,,"BMR Suspension WL005 - Watts Link, Body Mount, Rod End/poly, Adj, Axle Clamps",,,6.0in,47.0in,14.0in,WL005,6.0in,47.0in,14.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL006,"Watts Link, Body Mount, Rod Ends, Adjustable Axle Clamps","Add the ultimate lateral differential location device to your 2005-2014 Mustang and 2007-2014 Shelby GT500 with a Body-Mounted Watts Link from BMR Suspension! A Watts link locates the rearend housing and eliminates lateral axle movement by keeping the differential perfectly centered under the car through the suspension’s entire range of motion. BMR’s Watts Link (WL006) will hold up to the most extreme conditions and is designed for street performance and handling applications. When performance is a must, rely on BMR Suspension!<br> <br> • Fits 2005-2014 S197 Mustangs<br> • Fits 2007-2014 Shelby GT500s<br> • Manufactured from 1x2-inch, 0.120-inch wall rectangular steel tubing and 0.25-inch laser-cut steel plate<br> • Heavy-duty, zinc-plated, chrome-moly, self-lubricating, Teflon-lined rod ends<br> • Greaseable Delrin center bushing<br> • Fabricated center pivot<br> • 100% bolt-on design<br> • Double shear construction<br> • Double-adjustable links for fine-tuning and bind-free suspension articulation<br> • 6 roll center adjustments<br> • Compatible with stock or BMR’s SB042 sway bar<br> • Eliminates lateral axle movement<br> • Significantly improves handling<br> • Available in red or black hammertone powder coat for long lasting good looks<br> • 3-4 hour installation time<br> • Proudly designed in the USA!<br> • Proudly made in the USA!<br> <br> Please note:<br> • Cars that are lowered more than 1.5-inches in the rear and/or have ‘soft’ spring rates may need to trim the driver side Axle Mount bracket to be compatible with BMR’s WL006.",,BMR Suspension,Suspension,Watts Link,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Suspension, Watts Link, WL006, Free Shipping, Made in the USA",TRUE,Color,Red,,,WL006R,34,TRUE,100,continue,manual,989.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/WL006_large.jpg,1,"WL006R - Watts Link, Body Mount, Rod Ends, Adjustable Axle Clamps",FALSE,"Watts Link, Body Mount, Rod Ends, Adjustable Axle Clamps","Add the ultimate lateral differential location device to your 2005-2014 Mustang and 2007-2014 Shelby GT500 with a Body-Mounted Watts Link from BMR Suspension! A Watts link locates the rearend housing and eliminates lateral axle movement by keeping the differential perfectly centered under the car through the suspension’s entire range of motion. BMR’s Watts Link (WL006) will hold up to the most extreme conditions and is designed for street performance and handling applications. When performance is a must, rely on BMR Suspension!

• Fits 2005-2014 S197 Mustangs
• Fits 2007-2014 Shelby GT500s
• Manufactured from 1x2-inch, 0.120-inch wall rectangular steel tubing and 0.25-inch laser-cut steel plate
• Heavy-duty, zinc-plated, chrome-moly, self-lubricating, Teflon-lined rod ends
• Greaseable Delrin center bushing
• Fabricated center pivot
• 100% bolt-on design
• Double shear construction
• Double-adjustable links for fine-tuning and bind-free suspension articulation
• 6 roll center adjustments
• Compatible with stock or BMR’s SB042 sway bar
• Eliminates lateral axle movement
• Significantly improves handling
• Available in red or black hammertone powder coat for long lasting good looks
• 3-4 hour installation time
• Proudly designed in the USA!
• Proudly made in the USA!

Please note:
• Cars that are lowered more than 1.5-inches in the rear and/or have ‘soft’ spring rates may need to trim the driver side Axle Mount bracket to be compatible with BMR’s WL006.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,WL006R,"BMR Suspension, 2005-2014 Mustang, Suspension, Watts Link, WL006, Free Shipping, Made in the USA","Watts Link, Body Mount, Rod Ends, Adjustable Axle Clamps",New,,,,,,,https://bmrsuspension.com/siteart/products/WL006_large.jpg,lb,,6.0in,47.0in,14.0in
WL006,,,,,,,,,,,Black Hammertone,,,WL006H,34,TRUE,100,continue,manual,989.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/WL006_image1_large.jpg,2,"WL006H - Watts Link, Body Mount, Rod Ends, Adjustable Axle Clamps",FALSE,,,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL006_image1_large.jpg,lb,,6.0in,47.0in,14.0in
WL006,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL006_image2_large.jpg,,"BMR Suspension WL006 - Watts Link, Body Mount, Rod Ends, Adjustable Axle Clamps",,,6.0in,47.0in,14.0in,WL006,6.0in,47.0in,14.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL006,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL006_image3_large.jpg,,"BMR Suspension WL006 - Watts Link, Body Mount, Rod Ends, Adjustable Axle Clamps",,,6.0in,47.0in,14.0in,WL006,6.0in,47.0in,14.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL006,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL006_image4_large.jpg,,"BMR Suspension WL006 - Watts Link, Body Mount, Rod Ends, Adjustable Axle Clamps",,,6.0in,47.0in,14.0in,WL006,6.0in,47.0in,14.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL006,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL006_image5_large.jpg,,"BMR Suspension WL006 - Watts Link, Body Mount, Rod Ends, Adjustable Axle Clamps",,,6.0in,47.0in,14.0in,WL006,6.0in,47.0in,14.0in,,,,,,,,,,,,,,,,,,,,,,,,
WL006,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/WL006_image6_large.jpg,,"BMR Suspension WL006 - Watts Link, Body Mount, Rod Ends, Adjustable Axle Clamps",,,6.0in,47.0in,14.0in,WL006,6.0in,47.0in,14.0in,,,,,,,,,,,,,,,,,,,,,,,,
MM007,"Motor Mount Kit, Polyurethane Bushings","Engine movement (deflection) is wasted horsepower, and that power is yours! BMR Suspension wants you to take it back with its polyurethane motor mounts for 2005 to 2014 Ford Mustang. BMR's new motor mounts (MM007) are far superior to the bulky, stock bushings, which are designed for comfort, not performance. BMR manufactures its MM007 polyurethane motor mounts in its Florida facility from CNC-laser cut ¼-inch plate steel with aircraft-grade 7075 billet aluminum spacers and 95-durometer polyurethane bushings. The kit is completed with Grade-8 hardware. <br> <br> BMR Suspension designed the MM007 to be the perfect (100% bolt-in) motor mount for any power level or application (street performance, drag race, and road race) where engine deflection needs to be reduced. The factory motor mounts are designed to dampen engine vibration, giving you the smoothest and most comfortable experience possible. Unfortunately, this does little to limit engine movement. This deflection means lackluster throttle response, slower reaction times, and less accurate shifts in manual-equipped cars. BMR's MM007 polyurethane motor mounts limit engine deflection, while isolating much of the engine vibration from the vehicle's occupants. This means you won't feel a big increase in NVH. The reduction in deflection leads to less wasted power as it's transferred to the tires, improving your driving experience on both the street and track. And less drivetrain movement means more accurate shifts as you row through the gears. The MM007 weighs over 50-percent less than the factory engine mounts (8-pounds factory, 3.8-pounds MM007). They are also height adjustable. Simply remove the aluminum spacers to lower the engine a ¼- or 1/2-inch in the engine bay (larger engine drops are possible, call for more info). This will give increased under-hood clearance for a strut tower brace or supercharger, and a lower center of gravity for improved handling. When performance is a must, rely on BMR Suspension!<br> <br> BMR Suspension's MM007 polyurethane motor mounts are black anodized for long-lasting good looks in your car's most harsh environment. Installation time is about 2-3 hours with stock exhaust manifolds (installation time may be longer with aftermarket headers). Proudly made in the U.S.A.<br> <br> For hardcore drag race and road race applications where engine deflection needs to be eliminated, BMR Suspension offers the MM006 solid upgrade. These black anodized billet aluminum pucks replace the polyurethane bushing, making the MM007 into a solid motor mount. These are designed for max-effort application where NVH is not a concern.<br>","Fits all 2005-2014 Ford Mustangs<br>95-durometer polyurethane bushings<br>Laser cut Â¼-inch plate steel with durable powdercoat finish<br>Black anodized 6061-T6 aircraft-grade billet aluminum spacers<br>Grade-8 hardware<br>Reduced engine deflection<br>Better throttle response<br>Quicker reaction times<br>More accurate shifts (manual-equipped cars) <br>Engine can be easily lowered 1/2-inch for more under-hood clearance<br>Weighs over 50-percent less than stock motor mounts<br>Designed for street performance, drag race, and road race applications<br>Designed to work well with any power level<br>2-3 hour installation time<br>Proudly designed in the U.S.A.<br>Proudly made in the U.S.A.<br>",BMR Suspension,Chassis,Motor Mounts,2005-2014 Mustang,"BMR Suspension, 2005-2014 Mustang, Chassis, Motor Mounts, MM007, Free Shipping, Made in the USA",TRUE,Title,Default Title,,,MM007,5,TRUE,100,continue,manual,119.95,,TRUE,TRUE,,https://bmrsuspension.com/siteart/products/MM007_large.jpg,1,"MM007 - Motor Mount Kit, Polyurethane Bushings",FALSE,"Motor Mount Kit, Polyurethane Bushings","Engine movement (deflection) is wasted horsepower, and that power is yours! BMR Suspension wants you to take it back with its polyurethane motor mounts for 2005 to 2014 Ford Mustang. BMR's new motor mounts (MM007) are far superior to the bulky, stock bushings, which are designed for comfort, not performance. BMR manufactures its MM007 polyurethane motor mounts in its Florida facility from CNC-laser cut ¼-inch plate steel with aircraft-grade 7075 billet aluminum spacers and 95-durometer polyurethane bushings. The kit is completed with Grade-8 hardware.

BMR Suspension designed the MM007 to be the perfect (100% bolt-in) motor mount for any power level or application (street performance, drag race, and road race) where engine deflection needs to be reduced. The factory motor mounts are designed to dampen engine vibration, giving you the smoothest and most comfortable experience possible. Unfortunately, this does little to limit engine movement. This deflection means lackluster throttle response, slower reaction times, and less accurate shifts in manual-equipped cars. BMR's MM007 polyurethane motor mounts limit engine deflection, while isolating much of the engine vibration from the vehicle's occupants. This means you won't feel a big increase in NVH. The reduction in deflection leads to less wasted power as it's transferred to the tires, improving your driving experience on both the street and track. And less drivetrain movement means more accurate shifts as you row through the gears. The MM007 weighs over 50-percent less than the factory engine mounts (8-pounds factory, 3.8-pounds MM007). They are also height adjustable. Simply remove the aluminum spacers to lower the engine a ¼- or 1/2-inch in the engine bay (larger engine drops are possible, call for more info). This will give increased under-hood clearance for a strut tower brace or supercharger, and a lower center of gravity for improved handling. When performance is a must, rely on BMR Suspension!

BMR Suspension's MM007 polyurethane motor mounts are black anodized for long-lasting good looks in your car's most harsh environment. Installation time is about 2-3 hours with stock exhaust manifolds (installation time may be longer with aftermarket headers). Proudly made in the U.S.A.

For hardcore drag race and road race applications where engine deflection needs to be eliminated, BMR Suspension offers the MM006 solid upgrade. These black anodized billet aluminum pucks replace the polyurethane bushing, making the MM007 into a solid motor mount. These are designed for max-effort application where NVH is not a concern.",Auto Parts & Accessories > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Suspension Parts,Unisex,Adult,MM007,"BMR Suspension, 2005-2014 Mustang, Chassis, Motor Mounts, MM007, Free Shipping, Made in the USA","Motor Mount Kit, Polyurethane Bushings",New,,,,,,,https://bmrsuspension.com/siteart/products/MM007_large.jpg,lb,,5.0in,12.0in,9.0in
MM007,,,,,,,,,,,,,,https://bmrsuspension.com/siteart/products/MM007_image2_large.jpg,,"BMR Suspension MM007 - Motor Mount Kit, Polyurethane Bushings",,,5.0in,12.0in,9.0in,MM007,5.0in,12.0in,9.0in,,,,,,,,,,,,,,,,,,,,,,,,
